wikidata_id,item_title,country
Q4738813,Alza,United States of America
Q4132947,AmBank,
Q2142669,AmBev,
Q4738898,AmRest SE,
Q4738897,AmSouth Bancorporation,United States of America
Q4738901,AmTran,United States of America
Q4738904,"AmTrust Financial Services, Inc.",United States of America
Q451688,Amada Co,
Q9322846,Amadeo Rossi S.A.,
Q696061,Amadeus CRS,
Q331688,Amalgamated Banks of South Africa,
Q4739347,Amalgamated Dynamics,
Q4739486,Aman Resorts,
Q2904929,Amana Corporation,United States of America
Q4740075,Amara Raja Group,
Q2573117,Amaranth Advisors,
Q372681,Amaury Sport Organisation,
Q17167683,Amaya Inc.,Canada
Q4740796,Amazing Facts,
Q3884,Amazon,United States of America
Q28129037,Amazon Game Studios,
Q15839276,Amazon Instant Video UK,
Q4042525,Amazon Lab126,United States of America
Q6418754,Amazon Robotics,United States of America
Q456458,Amazonen-Werke,
Q456563,Ambac,United States of America
Q4741030,Ambarella Inc.,
Q4741072,Ambassador Theatre Group,
Q24988339,Amblin Television,
Q459976,Ambuja Cements,
Q460307,Amcor,
Q2842504,Amdahl Corporation,
Q460446,Amdocs,United States of America
Q295118,Amec Foster Wheeler,United Kingdom
Q152695,Amer Sports,Finland
Q462984,Ameren,United States of America
Q4742493,AmericInn,
Q4742758,America First Credit Union,United States of America
Q2251870,America's Best Comics,
Q4742915,American Accounting Association,United States of America
Q4742937,American Airlines Group,United States of America
Q463378,American Apparel,United States of America
Q463449,American Austin Car Company,
Q463436,American Automobile Association,United States of America
Q4743120,American Axle,United States of America
Q2089859,American Bank Note Company,United States of America
Q463613,American Bridge Company,United States of America
Q4743275,American Campus Communities,
Q2842866,American Car and Foundry Company,United States of America
Q4743337,American Champion,
Q4743415,American Classic Voyages,
Q4743550,American Council on Exercise,
Q24436337,American Crane Corporation,
Q2842900,American Cruise Lines,
Q2842903,American Cyanamid,
Q2842931,American Eagle Outfitters,United States of America
Q464092,American Electric Power,United States of America
Q4743710,American Expedition Vehicles,
Q464159,American Export-Isbrandtsen Lines,United States of America
Q4743730,American Family Insurance,
Q4743770,American Film Company,
Q4743779,American Financial Group,United States of America
Q4743872,American Furniture Warehouse,
Q3310434,American Girl,United States of America
Q464767,American Greetings,United States of America
Q4743931,American Growler,
Q18148806,American Home Shield,
Q4744011,American Honda Motor Company,United States of America
Q4744083,American Income Life Insurance Company,United States of America
Q4744156,American Institute of Steel Construction,
Q1152465,American International Assurance,
Q212235,American International Group,United States of America
Q202791,American LaFrance,
Q1705063,American Laser Games,United States of America
Q4744358,American Letter Mail Company,
Q4744363,American Licorice Company,
Q383589,American Locomotive Company,United States of America
Q4744378,American Machine and Foundry,United States of America
Q465666,American Media,United States of America
Q3614084,American Medical Response,
Q465692,American Megatrends,
Q202708,American Motors,United States of America
Q4744566,American National Insurance Company,United States of America
Q19060368,American News Company,
Q4744724,"American Precious Metals Exchange, Inc.",
Q466438,American President Lines,
Q4744763,American Public Power Association,
Q4744767,American Public Television,United States of America
Q646842,American Public University System,United States of America
Q4744917,American Savings Life Insurance Company,
Q4744959,American Seafoods,United States of America
Q4744990,American Signature,United States of America
Q261919,American Snuff Company,
Q466924,American Specialty Cars,
Q4745165,American Standard Brands,
Q466986,American Standard Companies,
Q4745184,American Stores,United States of America
Q22021743,American Strategic Insurance,
Q4745201,American Sugar Refining,
Q4745202,American Sugar Refining Company,United States of America
Q2843029,American Superconductor,United States of America
Q19872246,American Tea Room,
Q467075,American Tobacco Company,
Q4745253,American Tomahawk Company,
Q4745268,American Tourister,
Q4745263,American Tower Corporation,
Q2843050,American Type Founders,United States of America
Q467238,American Water,
Q16983204,American Well,
Q4745391,American Woodmark,United States of America
Q467330,American Wrestling Association,United States of America
Q4745404,American Wrestling Federation,
Q4745572,Americana Group,
Q4745709,Amerigroup,
Q25000334,Ameriprise Auto & Home Insurance,
Q2843129,Ameriprise Financial,United States of America
Q4745795,Ameriquest Mortgage,
Q470156,AmerisourceBergen,
Q4745801,Ameritas Life Insurance Company,
Q4745803,Ameritech,United States of America
Q470179,Amersham plc,
Q4745857,Ames,United States of America
Q4745888,Ames True Temper,
Q4745963,Amey plc,
Q4745974,"Amfac, Inc.",
Q470517,Amgen,United States of America
Q4746118,Amica Mutual Insurance,United States of America
Q1967101,Amiga Corporation,United States of America
Q4746189,"Amiga, Inc.",
Q4746231,Amigo Energy,
Q4746234,Amigo Supermarkets,United States of America
Q471294,Amilcar,
Q4746909,Amitabh Bachchan Corporation,
Q472536,Amkor Technology,United States of America
Q2843604,Amlogic,
Q472782,Ammann Group,Switzerland
Q465952,Amoco,United States of America
Q4747458,Amoeba Music,United States of America
Q843520,Amoi,
Q474032,Amora,
Q490142,Amorepacific Corporation,South Korea
Q2843884,Amorino,
Q4747713,Amoroso's Baking Company,
Q474442,Ampeg,
Q261952,Ampex,United States of America
Q474621,Amphenol,United States of America
Q4748528,Ampol,
Q17003711,Amrut Distilleries,
Q477875,Ams AG,Austria
Q4748779,Amscot Financial,
Q16970817,Amshold,
Q478119,Amstel Brewery,
Q1965034,Amsterdam Trade Bank,
Q478825,Amstrad,
Q480287,Amtorg Trading Corporation,
Q23239,Amtrak,United States of America
Q2721482,Amul,
Q2844522,Amundi,
Q4054020,Amur,
Q4749036,Amway Global,United States of America
Q4749048,Amy's Kitchen,United States of America
Q482044,Amylin Pharmaceuticals,
Q4749580,Amyris,United States of America
Q482267,América Móvil,
Q482490,An Post,
Q17511979,AnaCap Financial Partners,United Kingdom
Q2845063,Anaconda Copper,Mexico
Q483637,Anadarko Petroleum Corporation,
Q1814507,Anadol,
Q1138702,Anadolu Isuzu,Turkey
Q484930,Analog Devices,United States of America
Q4751092,Analysis Group,United States of America
Q4751228,AnandTech,
Q4751571,Anaplan,United States of America
Q2845718,Anbessa City Bus Service Enterprise,
Q4752572,Ancestry.com,United States of America
Q4752653,Anchor,
Q489187,Anchor Brewing Company,United States of America
Q4752677,Anchor Electricals Pvt. Ltd.,
Q4752681,Anchor Hocking,
Q3270617,Ancol Dreamland,Indonesia
Q489566,Andamiro,
Q4753960,Andersen Corporation,United States of America
Q4754133,Anderson Mōri & Tomotsune,
Q2003476,Andhra Bank,
Q4754395,Andhra Pradesh State Road Transport Corporation,
Q4754549,Andor Technology,
Q4754677,Andrade Gutierrez,
Q4755064,Andrea Electronics,United States of America
Q4034010,Andreessen Horowitz,
Q4756279,Andrew Barclay Sons & Co.,United Kingdom
Q4120731,Andrew Christian,United States of America
Q4757877,Andrew Marc,
Q4759092,Andrews McMeel Publishing,
Q442018,Andritz AG,Austria
Q4759491,Andronico's,United States of America
Q531861,Angel Trains,United Kingdom
Q775716,Angelic Pretty,Japan
Q4762904,Angelo Litrico,
Q4762818,"Angelo, Gordon & Co.",United States of America
Q4763176,Angie's List,United States of America
Q4763422,Anglian Water,United Kingdom
Q541451,Anglo American plc,United Kingdom
Q21592167,Anglo Saxon Petroleum,United Kingdom
Q4034031,Anglo-Eastern Group,
Q267380,Anglo-Persian Oil Company,United Kingdom
Q541076,AngloGold Ashanti,South Africa
Q125074,Anheuser-Busch,United States of America
Q128738,Anheuser-Busch InBev,Brazil
Q545565,Anhui Conch Cement Company,People's Republic of China
Q1041890,Animate,
Q2850044,Animation Magic,
Q4765111,Animax Entertainment,
Q18619118,Anime Limited,
Q4765211,Animoto,United States of America
Q428936,Animusic,
Q4765251,Aniplex of America,
Q4765682,Anixter,
Q4765762,Anjana Productions,
Q4765786,Anjappar Chettinad Restaurant,
Q556308,Ankama,
Q579524,Ann Summers,
Q4766699,Ann Taylor,United States of America
Q16828730,Annaly Capital Management,
Q4769205,Annie's Homegrown,United States of America
Q2893391,Anobit,
Q4770034,Anonymizer,
Q4770417,Anoto,
Q290188,Ansaldo,
Q2852429,Ansaldo Energia,Italy
Q1040139,Ansaldo STS,
Q4770523,Ansarada,
Q569417,Anschutz Entertainment Group,
Q569432,Ansco,
Q569499,Ansell,
Q4770745,Ansonia Clock Company,United States of America
Q4770800,Ansul,United States of America
Q295774,Ansys,United States of America
Q21979415,Ant Financial,
Q571116,Antara,
Q571134,Antarctic Press,
Q4771105,Antea Cement,
Q1192617,Antec,
Q39046155,Antero Resources,
Q4034108,Anteros Coachworks Inc.,United States of America
Q677488,Anthem Inc.,United States of America
Q17512288,Anthem Media Group,
Q4773903,Anthropologie,United States of America
Q16961706,Antler Luggage,
Q585150,Antofagasta PLC,United Kingdom
Q16923291,Antony Gibbs & Sons,
Q4777233,Antony Morato,
Q4777476,Antwerp Diamond Bank,
Q17003905,Antwerp World Diamond Centre,
Q4778373,AnyVan,United Kingdom
Q4778364,Anytime Fitness,
Q913851,Aon Hewitt,
Q1359479,Aoni Production,
Q4778847,Aozora Bank,
Q11284497,Apa Group,
Q704470,Apacer,
Q119991,Apache Corporation,
Q618044,Apatinska Brewery,Serbia
Q618098,Apax Partners,
Q6479764,Aperam,Luxembourg
Q391720,Apex Aircraft,
Q4779415,Apex Digital,
Q4779426,Apex Hotels,United Kingdom
Q4779428,Apex Learning,United States of America
Q4779438,Apex Tool Group,
Q28155573,Apigee,
Q4780200,Apogee Electronics,
Q2858431,Apogee Software,United States of America
Q618909,Apollinaris,Germany
Q619107,Apollo Computer,United States of America
Q619121,Apollo Global Management,
Q619111,Apollo Group,United States of America
Q4780319,"Apollo Hospital, Indraprastha",India
Q4780321,Apollo Hospitals,India
Q4780362,Apollo Tyres,
Q4780735,Apotex,Canada
Q16975182,App Annie,
Q4780783,AppDynamics,United States of America
Q16927600,AppGratis,
Q4780796,AppNeta,United States of America
Q4780797,AppNexus,
Q4780800,AppSumo,
Q262292,Appaloosa Interactive,United States of America
Q4780897,Appaloosa Management,
Q4780964,Appeal Virtual Machines,
Q4781090,Appirio,
Q16970902,Applause,United States of America
Q3780477,Apple Boutique,United Kingdom
Q621231,Apple Corps,
Q16966465,Apple Leisure Group,United States of America
Q421253,Apple Store,
Q621541,Appledore Shipbuilders,
Q2040291,Applied Biosystems,United States of America
Q4781523,Applied Communication Sciences,United States of America
Q4781544,Applied Industrial Technologies,
Q621610,Applied Materials,United States of America
Q4781558,Applied Micro Circuits Corporation,
Q4781554,Applied Minds,United States of America
Q4781563,Applied Predictive Technologies,United States of America
Q621645,Applus+ IDIADA,Spain
Q20050673,AppsFlyer,
Q13493800,Appsfire,
Q4781772,Appsgeyser,
Q16961780,Apptio,United States of America
Q2858969,Apricot Computers,
Q3596042,Apsnypress,
Q4782213,Aptech,
Q4782224,Aptera Motors,
Q4782253,Aptina,
Q643626,Aptiv,
Q2894362,Aqua America,
Q2859143,Aquafadas,Canada
Q1036845,Aquaplus,
Q278948,Aquascutum,United Kingdom
Q82754,Aquatica,
Q623266,"Aquila, Inc.",
Q4783004,Aquion Energy,
Q11283036,Aquria,
Q623639,Arab American Vehicles,
Q19604330,Arab Bangladesh Bank,
Q2629881,Arab Bank,
Q4783149,Arab Banking Corporation,Bahrain
Q4783172,Arab Contractors,
Q4783210,Arab Media Group,
Q4783214,Arab National Bank,
Q2859338,Arab Radio and Television Network,
Q624426,Arab Satellite Communications Organization,
Q623846,Arabia,
Q2549688,Arai Helmet,
Q565734,Aral AG,Germany
Q625708,Aramark,United States of America
Q4120390,Aramex,Jordan
Q629981,Arbitron,
Q4784765,Arbor Networks,
Q630704,Arburg,Germany
Q2700243,Arbusto Energy,
Q776327,Arc International,
Q4785019,Arc Productions,Canada
Q3271455,Arc'teryx,
Q4784997,ArcSight,United States of America
Q4785002,ArcSoft,United States of America
Q4785140,Arcadia Group,
Q4034274,Arcadia Machine & Tool,United States of America
Q4785161,Arcadia Publishing,United States of America
Q631507,Arcadis UK,
Q136132,Arcandor,Germany
Q27893,ArcelorMittal,Luxembourg
Q2062132,Arch Coal,United States of America
Q4785581,Archant,
Q632694,Archer Daniels Midland,United States of America
Q633812,Archie Comics,United States of America
Q4786967,Archirodon,
Q4787091,Architecture for Humanity,United States of America
Q636211,Archos,France
Q4787369,Archway Cookies,
Q25104597,Arconic,
Q386786,Arctic,
Q638036,Arctic Cat,
Q4787501,Arctic Circle Restaurants,United States of America
Q4787548,Arctic Silver,
Q4787558,Arctic Trucks,
Q2800218,Arctic Umiaq Line,
Q638454,Ardagh Group,Luxembourg
Q3621865,Ardent Leisure,Australia
Q15214965,Ardian,
Q4789079,Ares Management,
Q455484,Areva,France
Q504917,Areva NP,Germany
Q4789633,Argo Tea,United States of America
Q4789651,Argon 18,Canada
Q4789707,Argos,United Kingdom
Q35689887,Arhaus,United States of America
Q654180,Aria,
Q4790148,Aria Systems,United States of America
Q19951610,ArianeGroup,
Q4790264,Ariat,
Q604565,Aricent Group,United States of America
Q16975304,Ariel Investments,
Q202888,Ariel Motor Company,United Kingdom
Q4790503,Ariens,United States of America
Q2861280,Arika,
Q2861324,Arista Networks,United States of America
Q2861391,Aristocrat Leisure,Australia
Q1059709,Ariston Thermo,
Q4791147,Aritzia,
Q4791249,Arizona Beverage Company,
Q1242804,Arizona Public Service,
Q673327,Arkema,France
Q673874,Arktikugol,
Q15783953,Arktos Media,
Q674575,Arla Foods,United Kingdom
Q731921,Arlanda Express,Sweden
Q547140,ArmaLite,United States of America
Q4792494,Armada,
Q25245441,Armada Group,
Q373073,Armadillo Aerospace,United States of America
Q3622871,Armand Nicolet,
Q677981,Armand de Brignac,
Q635484,Armani,
Q4793404,Armi Jager,
Q4793631,Armitage Shanks,
Q19600234,Armitron,
Q4793687,Armor All,United States of America
Q4793700,Armor Holdings,United States of America
Q2862799,Armour and Company,United States of America
Q16975342,Arms Tech Limited,United States of America
Q4793867,Armscor,
Q2685228,Armscor,South Africa
Q4793944,Armstrong Group of Companies,
Q689159,Armstrong Whitworth,United Kingdom
Q648292,Armstrong Whitworth Aircraft,
Q689446,Armstrong World Industries,United States of America
Q4794065,Army & Navy Stores,Canada
Q671921,Army and Air Force Exchange Service,
Q4794520,Arne & Carlos,
Q4794927,Arnold & Porter,United States of America
Q29344371,Arnold Clark Group,United Kingdom
Q2909872,Aroma Espresso Bar,Russia
Q4795774,Arqiva,
Q11207,Arri,Germany
Q4795993,Arrinera,
Q4033073,Arris Group,United States of America
Q3244314,Arrium,Australia
Q4796025,Arriva UK Trains,United Kingdom
Q16240762,Arrow Development,
Q702968,Arrow Dynamics,United States of America
Q2059537,Arrow Electronics,
Q4796124,Arrow Films,
Q2330682,Arsenal AD,
Q4797122,Art Van,United States of America
Q4797386,Artec,
Q706453,Artega Automobile,Germany
Q2703882,Artek,
Q15104252,Arteris,
Q392730,Arthur Andersen,United States of America
Q709066,Arthur D. Little,
Q4799191,Arthur J. Gallagher & Co.,
Q4800489,Arthur Treacher's,United States of America
Q4801043,Artificial Limbs Manufacturing Corporation of India,
Q266566,Artnet,
Q4796642,Artsy,
Q2865926,Arturia,
Q2866017,Aruba Networks,United States of America
Q716737,Arup,United Kingdom
Q463963,Arvato,Germany
Q4802393,Arvest Bank,
Q16962142,Arvind Limited,
Q718109,Aryzta,
Q640497,Arçelik,Turkey
Q4803060,As seen on TV,
Q720479,Asahi Breweries,Japan
Q720484,Asahi Glass,Japan
Q720489,Asahi Kasei,Japan
Q4468073,Asana,
Q958975,Asatsu-DK,
Q4803735,Asbury Automotive Group,United States of America
Q4803857,Ascent Solar,United States of America
Q2866396,Asciano Limited,
Q725634,Ashland Inc.,United States of America
Q4805437,Ashley Furniture HomeStores,
Q4805438,Ashley Furniture Industries,United States of America
Q725958,Ashley Madison,Canada
Q4805689,Ashmore Group,United Kingdom
Q726193,Ashok Leyland,India
Q4805956,Ashtead Group,
Q726342,Ashton-Tate,
Q4806129,Ashurst LLP,
Q4806211,Ashworth,United States of America
Q4806342,Asia Aluminum,
Q2049508,Asia Brewery,
Q4806394,Asia MotorWorks,
Q15304359,Asia Pacific Breweries,
Q4346640,Asia Pulp & Paper,
Q4997281,Asia Resource Minerals,
Q4120421,AsiaCell,Iraq
Q726812,AsiaSat,
Q2613165,Asian News International,
Q28171825,Asian Paints Ltd,India
Q4806753,Asian Television Network,Canada
Q4806546,AsianAve,
Q16243168,Asianet Communications,
Q173363,Asiatech,
Q2894121,AskMeNow,
Q4807118,Askam,Turkey
Q4807137,Askari Bank,
Q4807231,Asko Cylinda,
Q950288,Asociación Mexicana de Productores de Fonogramas y Videogramas,
Q4807808,Aspen Dental,United States of America
Q4807838,Aspen Pharmacare,South Africa
Q4807845,Aspen Skiing Company,United States of America
Q736091,Aspen Technology,United States of America
Q16150622,Aspinal of London,
Q10420389,Aspiro,Sweden
Q4808171,Asplundh Tree Expert Company,United States of America
Q14516046,Asprey,
Q738421,Assa Abloy,Sweden
Q740032,Asseco Poland,
Q670482,Assicurazioni Generali,
Q2867223,Associated Artists Productions,
Q4809160,Associated British Ports,United Kingdom
Q4809185,Associated Electrical Industries,
Q240913,Associated Equipment Company,
Q743026,Associated Independent Recording,
Q4810393,Assura Group,
Q4810399,Assurant,United States of America
Q2271469,Astaldi,
Q26721342,Astell&Kern,South Korea
Q528842,Astellas Pharma,Japan
Q18109871,Aster DM Healthcare,
Q4810632,Aster Data Systems,United States of America
Q4810976,Aston International,
Q4811127,Astound Broadband,
Q750234,Astra,
Q4811151,Astra AB,Sweden
Q4811152,Astra Bus,
Q4688912,Astra International,
Q750329,Astra-Unceta y Cia SA,Spain
Q731938,AstraZeneca,United Kingdom
Q750438,Astral Media,Canada
Q3279613,Astro,
Q3242264,Astro Holdings Sdn Bhd,
Q4811533,Astrobotic Technology,United States of America
Q4811599,Astron-6,Canada
Q59507,Astrotech Corporation,
Q4811938,Asurion,United States of America
Q732935,Asüna,
Q2868738,Atac,
Q3627870,Atari Corporation,
Q15020926,Atavist,United States of America
Q753942,"Atchison, Topeka and Santa Fe Railway",United States of America
